,age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1688,54,self-employed,married,university.degree,no,no,cellular,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,no
1689,56,management,divorced,university.degree,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1690,56,unemployed,divorced,high.school,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
1691,40,technician,married,high.school,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1692,49,management,married,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1693,30,admin.,single,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1694,29,student,single,professional.course,no,no,telephone,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1695,31,admin.,single,university.degree,no,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1696,30,admin.,married,high.school,no,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
1697,34,admin.,divorced,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1698,44,entrepreneur,divorced,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1699,32,technician,single,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1700,38,housemaid,divorced,university.degree,no,no,cellular,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.03,4963.6,yes
1701,37,self-employed,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1702,29,technician,married,university.degree,no,no,cellular,23,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
1703,30,admin.,single,university.degree,yes,no,cellular,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1704,54,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
1705,43,blue-collar,married,basic.9y,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1706,33,admin.,married,university.degree,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1707,32,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1708,57,retired,married,professional.course,yes,no,cellular,6,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.031,4963.6,no
1709,29,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1711,48,blue-collar,married,basic.9y,yes,no,cellular,1,3,3,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,yes
1712,30,blue-collar,married,basic.9y,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1713,45,admin.,married,university.degree,yes,no,cellular,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.741,5017.5,no
1714,42,blue-collar,married,basic.6y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1715,31,admin.,single,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1718,58,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
1719,32,services,married,high.school,no,yes,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1720,31,unemployed,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1721,53,blue-collar,married,basic.4y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1722,53,admin.,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1723,32,housemaid,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1725,43,unemployed,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1726,44,housemaid,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
1727,45,blue-collar,married,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1730,30,self-employed,married,university.degree,yes,no,telephone,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1731,31,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
1732,27,admin.,single,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
1733,38,technician,married,professional.course,yes,yes,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1734,37,admin.,single,university.degree,no,yes,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1736,60,technician,divorced,professional.course,yes,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1737,50,technician,divorced,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1738,34,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1739,45,admin.,married,basic.6y,no,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1740,39,services,single,professional.course,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1741,36,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1742,34,management,married,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
1743,31,blue-collar,divorced,high.school,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
1744,27,student,single,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1745,35,blue-collar,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1746,50,technician,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1747,53,management,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1748,27,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1749,57,housemaid,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1751,59,technician,married,basic.6y,no,no,telephone,16,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1752,49,housemaid,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1753,32,management,married,high.school,no,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1754,34,unemployed,married,basic.9y,yes,no,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1755,25,self-employed,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1756,45,blue-collar,married,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1757,34,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1758,29,admin.,single,university.degree,no,no,telephone,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
1760,29,technician,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1761,39,housemaid,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1762,40,admin.,divorced,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1763,27,services,single,university.degree,yes,no,cellular,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
1764,55,unemployed,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
1765,32,services,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1766,54,admin.,married,professional.course,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1767,39,unemployed,married,university.degree,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
1768,43,technician,divorced,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1769,41,blue-collar,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1770,26,admin.,married,high.school,no,yes,cellular,1,999,1,failure,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
1771,52,technician,married,professional.course,yes,yes,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1772,44,admin.,married,university.degree,no,no,cellular,2,4,1,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,no
1773,38,blue-collar,married,basic.9y,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1775,44,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1776,27,admin.,single,basic.6y,yes,no,telephone,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1777,28,management,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
1778,47,housemaid,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,yes
1779,34,services,married,high.school,yes,no,cellular,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1780,55,blue-collar,divorced,basic.4y,yes,yes,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1781,34,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1782,25,admin.,single,university.degree,no,no,telephone,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
1783,31,technician,single,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1784,35,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1785,50,management,married,university.degree,no,no,cellular,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
1786,22,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1788,35,blue-collar,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1789,34,technician,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1790,50,blue-collar,married,basic.4y,yes,yes,telephone,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1791,25,student,single,high.school,yes,no,cellular,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no
1792,51,entrepreneur,divorced,university.degree,yes,no,telephone,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1793,32,student,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1794,59,management,married,university.degree,yes,no,cellular,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,no
1795,37,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1796,40,blue-collar,married,basic.4y,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1797,26,technician,single,professional.course,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1798,32,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1799,33,management,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
1800,35,self-employed,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1801,32,student,single,university.degree,yes,no,telephone,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1802,35,admin.,married,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1803,31,technician,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
1804,38,blue-collar,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
1805,30,student,single,high.school,no,no,cellular,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
1806,32,services,married,high.school,yes,no,telephone,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
1807,44,blue-collar,married,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1808,35,admin.,single,university.degree,yes,no,cellular,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1809,48,blue-collar,married,basic.9y,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
1810,52,retired,married,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
1811,41,blue-collar,married,basic.9y,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
1812,65,housemaid,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
1813,43,services,divorced,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1814,40,blue-collar,married,professional.course,no,yes,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
1815,30,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1816,66,retired,divorced,high.school,no,no,cellular,1,999,1,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no
1817,44,services,single,high.school,no,no,telephone,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
1818,35,admin.,married,high.school,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1819,57,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1820,26,blue-collar,single,basic.6y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1821,39,unemployed,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
1823,35,technician,single,professional.course,yes,no,cellular,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
1824,42,housemaid,married,university.degree,no,no,cellular,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
1825,36,admin.,single,university.degree,no,no,cellular,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no
1826,46,admin.,single,university.degree,no,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
1827,35,self-employed,married,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1828,24,admin.,single,high.school,yes,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1829,50,technician,married,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1830,36,admin.,single,university.degree,no,no,cellular,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
1831,39,technician,single,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
1832,57,blue-collar,married,basic.4y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1833,42,blue-collar,married,basic.4y,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1834,31,blue-collar,single,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1836,25,blue-collar,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1837,58,blue-collar,married,basic.4y,yes,no,telephone,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1838,33,self-employed,married,university.degree,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1840,41,management,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1841,49,blue-collar,divorced,basic.6y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1842,44,blue-collar,married,basic.9y,yes,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1843,52,services,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
1844,26,blue-collar,married,basic.9y,no,no,cellular,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1845,43,admin.,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
1846,43,technician,married,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1847,26,housemaid,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1848,34,blue-collar,married,basic.6y,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
1849,24,services,single,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1850,33,self-employed,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1852,31,blue-collar,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1853,32,admin.,divorced,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1855,26,admin.,single,university.degree,no,no,telephone,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1856,56,retired,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1857,38,blue-collar,married,basic.6y,no,no,telephone,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1858,37,admin.,married,high.school,yes,no,telephone,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
1859,22,blue-collar,single,basic.9y,yes,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
1860,50,blue-collar,married,basic.9y,no,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1861,34,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1862,35,technician,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1864,25,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1865,39,blue-collar,single,basic.4y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1866,52,technician,married,professional.course,yes,yes,cellular,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
1867,48,technician,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1868,44,blue-collar,single,basic.9y,yes,no,cellular,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1869,30,technician,single,professional.course,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1870,32,management,married,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1871,52,unemployed,married,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
1872,44,blue-collar,single,professional.course,no,no,cellular,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
1873,29,admin.,single,university.degree,yes,yes,cellular,3,3,1,success,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
1874,41,admin.,married,university.degree,no,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1875,26,technician,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1876,32,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1877,31,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1878,29,admin.,single,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1879,58,blue-collar,married,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1881,23,blue-collar,single,professional.course,yes,no,cellular,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
1882,50,technician,married,professional.course,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
1883,29,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
1884,31,admin.,single,university.degree,yes,yes,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1885,48,housemaid,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1887,24,technician,divorced,professional.course,no,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1888,35,technician,married,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1889,42,technician,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1890,37,admin.,married,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
1891,33,admin.,married,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1892,58,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1893,54,retired,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1894,54,technician,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1895,39,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1896,48,admin.,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1897,34,blue-collar,divorced,basic.4y,no,no,cellular,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1898,28,blue-collar,single,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1899,30,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1900,59,retired,married,professional.course,yes,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1901,29,admin.,single,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1902,25,admin.,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1903,47,admin.,divorced,high.school,yes,no,cellular,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.755,5017.5,no
1904,32,admin.,married,university.degree,no,yes,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1905,30,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1906,24,technician,single,university.degree,no,no,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,no
1907,58,entrepreneur,married,high.school,no,no,cellular,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,no
1908,44,management,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1909,36,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
1910,33,self-employed,divorced,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1911,31,blue-collar,single,high.school,no,no,cellular,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1912,38,admin.,single,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
1913,35,management,married,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1914,29,blue-collar,married,basic.9y,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
1915,58,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1916,43,blue-collar,married,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1918,53,management,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1919,38,entrepreneur,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
1920,36,technician,single,professional.course,no,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1921,56,retired,married,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1922,32,admin.,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1923,48,blue-collar,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1924,31,technician,married,university.degree,no,no,telephone,4,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
1925,50,self-employed,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
1926,38,services,married,high.school,yes,no,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
